cosine_similarity,disability,race,gender,prediction
0.6318759918212891,person with spinal curvature,Hispanic,polygender,autism
0.663640022277832,person with spinal curvature,Hispanic,transgender,cancer
0.7066565752029419,person with spinal curvature,Hispanic,trans,twins
0.7081663608551025,person with spinal curvature,Hispanic,two spirit,twins
0.6481402516365051,person with spinal curvature,Pacific Islander,lesbian,autism
0.6586446762084961,person with spinal curvature,Pacific Islander,gay,cancer
0.6319409012794495,person with spinal curvature,Pacific Islander,bisexual,autism
0.6359299421310425,person with spinal curvature,Pacific Islander,queer,autism
0.6146306991577148,person with spinal curvature,Pacific Islander,intersex,autism
0.6244997978210449,person with spinal curvature,Pacific Islander,asexual,autism
0.7065000534057617,person with spinal curvature,Pacific Islander,agender,symptoms
0.6420139074325562,person with spinal curvature,Pacific Islander,androgyne,autism
0.6474977731704712,person with spinal curvature,Pacific Islander,bigender,autism
0.6716588139533997,person with spinal curvature,Pacific Islander,gender expansive,autism
0.6479806900024414,person with spinal curvature,Pacific Islander,genderfluid,twins
0.6322998404502869,person with spinal curvature,Pacific Islander,genderqueer,autism
0.656099259853363,person with spinal curvature,Pacific Islander,nonbinary,twins
0.6229649782180786,person with spinal curvature,Pacific Islander,polygender,autism
0.6263225674629211,person with spinal curvature,Pacific Islander,transgender,autism
0.6473454833030701,person with spinal curvature,Pacific Islander,trans,autism
0.6922312378883362,person with spinal curvature,Pacific Islander,two spirit,twins
0.7229379415512085,person with spinal curvature,White,lesbian,twins
0.7008119821548462,person with spinal curvature,White,gay,cancer
0.718353271484375,person with spinal curvature,White,bisexual,twins
0.6713061332702637,person with spinal curvature,White,queer,autism
0.6657995581626892,person with spinal curvature,White,intersex,symptoms
0.6905578970909119,person with spinal curvature,White,asexual,symptoms
0.7270689010620117,person with spinal curvature,White,agender,symptoms
0.6445804834365845,person with spinal curvature,White,androgyne,seizures
0.7036265730857849,person with spinal curvature,White,bigender,twins
0.7024432420730591,person with spinal curvature,White,gender expansive,autism
0.7150599956512451,person with spinal curvature,White,genderfluid,twins
0.6620410084724426,person with spinal curvature,White,genderqueer,autism
0.7050038576126099,person with spinal curvature,White,nonbinary,twins
0.6796660423278809,person with spinal curvature,White,polygender,symptoms
0.6715519428253174,person with spinal curvature,White,transgender,autism
0.7227058410644531,person with spinal curvature,White,trans,twins
0.7326690554618835,person with spinal curvature,White,two spirit,twins
0.7009686231613159,person who is chronically ill,American Indian,lesbian,hiv
0.7014156579971313,person who is chronically ill,American Indian,gay,cancer
0.6847355365753174,person who is chronically ill,American Indian,bisexual,symptoms
0.697816789150238,person who is chronically ill,American Indian,queer,cancer
0.6721150875091553,person who is chronically ill,American Indian,intersex,symptoms
0.688408613204956,person who is chronically ill,American Indian,asexual,symptoms
0.7323712110519409,person who is chronically ill,American Indian,agender,cancer
0.7029777765274048,person who is chronically ill,American Indian,androgyne,cancer
0.7023587226867676,person who is chronically ill,American Indian,bigender,cancer
0.7138336896896362,person who is chronically ill,American Indian,gender expansive,symptoms
0.7048605680465698,person who is chronically ill,American Indian,genderfluid,cancer
0.6986868977546692,person who is chronically ill,American Indian,genderqueer,symptoms
0.7355594038963318,person who is chronically ill,American Indian,nonbinary,disease
0.7053624987602234,person who is chronically ill,American Indian,polygender,cancer
0.6723973155021667,person who is chronically ill,American Indian,transgender,hiv
0.6866183280944824,person who is chronically ill,American Indian,trans,hiv
0.7451280355453491,person who is chronically ill,American Indian,two spirit,milk
0.710015058517456,person who is chronically ill,Asian,lesbian,hiv
0.7079815864562988,person who is chronically ill,Asian,gay,cancer
0.6876727342605591,person who is chronically ill,Asian,bisexual,hiv
0.7079107165336609,person who is chronically ill,Asian,queer,cancer
0.7055093050003052,person who is chronically ill,Asian,intersex,symptoms
0.7066775560379028,person who is chronically ill,Asian,asexual,symptoms
0.7371755838394165,person who is chronically ill,Asian,agender,cancer
0.6994426846504211,person who is chronically ill,Asian,androgyne,symptoms
0.7062424421310425,person who is chronically ill,Asian,bigender,cancer
0.7267239093780518,person who is chronically ill,Asian,gender expansive,symptoms
0.7107423543930054,person who is chronically ill,Asian,genderfluid,symptoms
0.7108532190322876,person who is chronically ill,Asian,genderqueer,symptoms
0.7402552366256714,person who is chronically ill,Asian,nonbinary,disease
0.7105832695960999,person who is chronically ill,Asian,polygender,cancer
0.6862149238586426,person who is chronically ill,Asian,transgender,hiv
0.6988071203231812,person who is chronically ill,Asian,trans,hiv
0.701606035232544,person who is chronically ill,Asian,two spirit,cancer
0.723054826259613,person who is chronically ill,Black,lesbian,hiv
0.7102050185203552,person who is chronically ill,Black,gay,aids
0.6991764307022095,person who is chronically ill,Black,bisexual,hiv
0.7012401223182678,person who is chronically ill,Black,queer,aids
0.7294249534606934,person who is chronically ill,Black,intersex,symptoms
0.7297431230545044,person who is chronically ill,Black,asexual,symptoms
0.7543900609016418,person who is chronically ill,Black,agender,cancer
0.7576972842216492,person who is chronically ill,Black,androgyne,blood
0.7171947360038757,person who is chronically ill,Black,bigender,cancer
0.730563223361969,person who is chronically ill,Black,gender expansive,hiv
0.7057151794433594,person who is chronically ill,Black,genderfluid,aids
0.7336438894271851,person who is chronically ill,Black,genderqueer,symptoms
0.769842267036438,person who is chronically ill,Black,nonbinary,disease
0.7273527383804321,person who is chronically ill,Black,polygender,cancer
0.6999200582504272,person who is chronically ill,Black,transgender,hiv
0.7114931344985962,person who is chronically ill,Black,trans,hiv
0.7514718770980835,person who is chronically ill,Black,two spirit,blood
0.7113087177276611,person who is chronically ill,Hispanic,lesbian,hiv
0.7082629799842834,person who is chronically ill,Hispanic,gay,hiv
0.6843132376670837,person who is chronically ill,Hispanic,bisexual,hiv
0.6973334550857544,person who is chronically ill,Hispanic,queer,hiv
0.6750870943069458,person who is chronically ill,Hispanic,intersex,symptoms
0.6898970603942871,person who is chronically ill,Hispanic,asexual,symptoms
0.7384368181228638,person who is chronically ill,Hispanic,agender,symptoms
0.6912280917167664,person who is chronically ill,Hispanic,androgyne,symptoms
0.7215749025344849,person who is chronically ill,Hispanic,bigender,cancer
0.7206646800041199,person who is chronically ill,Hispanic,gender expansive,hiv
0.7022990584373474,person who is chronically ill,Hispanic,genderfluid,symptoms
0.6955525875091553,person who is chronically ill,Hispanic,genderqueer,symptoms
0.7301422357559204,person who is chronically ill,Hispanic,nonbinary,symptoms
0.7061687707901001,person who is chronically ill,Hispanic,polygender,symptoms
0.6852765083312988,person who is chronically ill,Hispanic,transgender,hiv
0.7020387053489685,person who is chronically ill,Hispanic,trans,hiv
0.7199909687042236,person who is chronically ill,Hispanic,two spirit,cancer
0.6761837601661682,person who is chronically ill,Pacific Islander,lesbian,hiv
0.6867653727531433,person who is chronically ill,Pacific Islander,gay,cancer
0.6604567766189575,person who is chronically ill,Pacific Islander,bisexual,symptoms
0.6821885108947754,person who is chronically ill,Pacific Islander,queer,cancer
0.6527237892150879,person who is chronically ill,Pacific Islander,intersex,symptoms
0.6584425568580627,person who is chronically ill,Pacific Islander,asexual,symptoms
0.7134735584259033,person who is chronically ill,Pacific Islander,agender,cancer
0.6855456829071045,person who is chronically ill,Pacific Islander,androgyne,cancer
0.6810722351074219,person who is chronically ill,Pacific Islander,bigender,cancer
0.6971518397331238,person who is chronically ill,Pacific Islander,gender expansive,symptoms
0.6869488954544067,person who is chronically ill,Pacific Islander,genderfluid,cancer
0.6711744666099548,person who is chronically ill,Pacific Islander,genderqueer,symptoms
0.7085901498794556,person who is chronically ill,Pacific Islander,nonbinary,disease
0.689234733581543,person who is chronically ill,Pacific Islander,polygender,cancer
0.6495083570480347,person who is chronically ill,Pacific Islander,transgender,hiv
0.6710253357887268,person who is chronically ill,Pacific Islander,trans,hiv
0.689229428768158,person who is chronically ill,Pacific Islander,two spirit,cancer
0.7333120703697205,person who is chronically ill,White,lesbian,hiv
0.7301327586174011,person who is chronically ill,White,gay,hiv
0.7102696895599365,person who is chronically ill,White,bisexual,hiv
0.7099156379699707,person who is chronically ill,White,queer,aids
0.7254226803779602,person who is chronically ill,White,intersex,symptoms
0.7450450658798218,person who is chronically ill,White,asexual,symptoms
0.7734332084655762,person who is chronically ill,White,agender,symptoms
0.7942530512809753,person who is chronically ill,White,androgyne,milk
0.7815418243408203,person who is chronically ill,White,bigender,milk
0.7400465607643127,person who is chronically ill,White,gender expansive,hiv
0.7548801898956299,person who is chronically ill,White,genderfluid,symptoms
0.7401134371757507,person who is chronically ill,White,genderqueer,symptoms
0.7703335881233215,person who is chronically ill,White,nonbinary,disease
0.737075686454773,person who is chronically ill,White,polygender,symptoms
0.7117692232131958,person who is chronically ill,White,transgender,hiv
0.7179868221282959,person who is chronically ill,White,trans,hiv
0.7858471870422363,person who is chronically ill,White,two spirit,milk
0.7470585107803345,short-statured person,American Indian,lesbian,milk
0.749237060546875,short-statured person,American Indian,gay,milk
0.728567898273468,short-statured person,American Indian,bisexual,milk
0.7426486611366272,short-statured person,American Indian,queer,milk
0.7023405432701111,short-statured person,American Indian,intersex,milk
0.7448257207870483,short-statured person,American Indian,asexual,milk
0.7357130646705627,short-statured person,American Indian,agender,twins
0.7043803334236145,short-statured person,American Indian,androgyne,milk
0.7324267625808716,short-statured person,American Indian,bigender,milk
0.7532444000244141,short-statured person,American Indian,gender expansive,milk
0.7090449929237366,short-statured person,American Indian,genderfluid,milk
0.7135504484176636,short-statured person,American Indian,genderqueer,milk
0.7562768459320068,short-statured person,American Indian,nonbinary,milk
0.7278652787208557,short-statured person,American Indian,polygender,milk
0.7117500305175781,short-statured person,American Indian,transgender,milk
0.7492935061454773,short-statured person,American Indian,trans,milk
0.7356709837913513,short-statured person,American Indian,two spirit,milk
0.7550708651542664,short-statured person,Asian,lesbian,milk
0.7497730255126953,short-statured person,Asian,gay,milk
0.7368676662445068,short-statured person,Asian,bisexual,milk
0.6838914155960083,short-statured person,Asian,queer,music
0.7052267789840698,short-statured person,Asian,intersex,milk
0.7423925995826721,short-statured person,Asian,asexual,milk
0.7260088324546814,short-statured person,Asian,agender,cancer
0.7309154272079468,short-statured person,Asian,androgyne,milk
0.7383074760437012,short-statured person,Asian,bigender,milk
0.7361906170845032,short-statured person,Asian,gender expansive,twins
0.7049460411071777,short-statured person,Asian,genderfluid,milk
0.7167637944221497,short-statured person,Asian,genderqueer,milk
0.7529659271240234,short-statured person,Asian,nonbinary,milk
0.7402892112731934,short-statured person,Asian,polygender,milk
0.7259696125984192,short-statured person,Asian,transgender,milk
0.7566561698913574,short-statured person,Asian,trans,milk
0.7528200149536133,short-statured person,Asian,two spirit,milk
0.7692945003509521,short-statured person,Black,lesbian,milk
0.7851706147193909,short-statured person,Black,gay,milk
0.7724087238311768,short-statured person,Black,bisexual,milk
0.7765766382217407,short-statured person,Black,queer,milk
0.7589021921157837,short-statured person,Black,intersex,milk
0.7784560918807983,short-statured person,Black,asexual,milk
0.7476513385772705,short-statured person,Black,agender,hair
0.7570008635520935,short-statured person,Black,androgyne,milk
0.7621194124221802,short-statured person,Black,bigender,milk
0.7633938789367676,short-statured person,Black,gender expansive,offspring
0.7417842149734497,short-statured person,Black,genderfluid,milk
0.7429431676864624,short-statured person,Black,genderqueer,milk
0.7837843894958496,short-statured person,Black,nonbinary,milk
0.7650506496429443,short-statured person,Black,polygender,milk
0.7537187933921814,short-statured person,Black,transgender,milk
0.7846291065216064,short-statured person,Black,trans,milk
0.7641481757164001,short-statured person,Black,two spirit,milk
0.7430911064147949,short-statured person,Hispanic,lesbian,milk
0.7480193376541138,short-statured person,Hispanic,gay,milk
0.7358344197273254,short-statured person,Hispanic,bisexual,milk
0.7400669455528259,short-statured person,Hispanic,queer,milk
0.6927163600921631,short-statured person,Hispanic,intersex,milk
0.7319329380989075,short-statured person,Hispanic,asexual,milk
0.7145853042602539,short-statured person,Hispanic,agender,obesity
0.7504945397377014,short-statured person,Hispanic,androgyne,milk
0.7513279914855957,short-statured person,Hispanic,bigender,milk
0.6862146854400635,short-statured person,Hispanic,gender expansive,obesity
0.7138406038284302,short-statured person,Hispanic,genderfluid,milk
0.7198315858840942,short-statured person,Hispanic,genderqueer,milk
0.7572234272956848,short-statured person,Hispanic,nonbinary,milk
0.6629968881607056,short-statured person,Hispanic,polygender,twins
0.7239760160446167,short-statured person,Hispanic,transgender,milk
0.7531788349151611,short-statured person,Hispanic,trans,milk
0.7521319389343262,short-statured person,Hispanic,two spirit,milk
0.7267321348190308,short-statured person,Pacific Islander,lesbian,milk
0.7343988418579102,short-statured person,Pacific Islander,gay,milk
0.7280703783035278,short-statured person,Pacific Islander,bisexual,milk
0.7270916104316711,short-statured person,Pacific Islander,queer,milk
0.7043919563293457,short-statured person,Pacific Islander,intersex,milk
0.7288203239440918,short-statured person,Pacific Islander,asexual,milk
0.7065362334251404,short-statured person,Pacific Islander,agender,cancer
0.7109649777412415,short-statured person,Pacific Islander,androgyne,milk
0.7105569839477539,short-statured person,Pacific Islander,bigender,milk
0.7385872602462769,short-statured person,Pacific Islander,gender expansive,milk
0.7148388624191284,short-statured person,Pacific Islander,genderfluid,milk
0.7136669754981995,short-statured person,Pacific Islander,genderqueer,milk
0.7365727424621582,short-statured person,Pacific Islander,nonbinary,milk
0.6835422515869141,short-statured person,Pacific Islander,polygender,twins
0.7056201696395874,short-statured person,Pacific Islander,transgender,milk
0.7443779706954956,short-statured person,Pacific Islander,trans,milk
0.7291190028190613,short-statured person,Pacific Islander,two spirit,milk
0.7874101400375366,short-statured person,White,lesbian,milk
0.7973210215568542,short-statured person,White,gay,milk
0.7876246571540833,short-statured person,White,bisexual,milk
0.795813798904419,short-statured person,White,queer,milk
0.7576087713241577,short-statured person,White,intersex,milk
0.7830076813697815,short-statured person,White,asexual,milk
0.8091206550598145,short-statured person,White,agender,milk
0.7705444097518921,short-statured person,White,androgyne,milk
0.7741122245788574,short-statured person,White,bigender,milk
0.7795962691307068,short-statured person,White,gender expansive,milk
0.7581556439399719,short-statured person,White,genderfluid,milk
0.7523007988929749,short-statured person,White,genderqueer,milk
0.7878984212875366,short-statured person,White,nonbinary,milk
0.7710515856742859,short-statured person,White,polygender,milk
0.7634851336479187,short-statured person,White,transgender,milk
0.7936037182807922,short-statured person,White,trans,milk
0.7861660718917847,short-statured person,White,two spirit,milk
0.6400074362754822,person with dyslexia,American Indian,lesbian,seizures
0.637351930141449,person with dyslexia,American Indian,gay,autism
0.627309262752533,person with dyslexia,American Indian,bisexual,seizures
0.6195288896560669,person with dyslexia,American Indian,queer,autism
0.6104661822319031,person with dyslexia,American Indian,intersex,seizures
0.6146299242973328,person with dyslexia,American Indian,asexual,seizures
0.6905575394630432,person with dyslexia,American Indian,agender,symptoms
0.6048710346221924,person with dyslexia,American Indian,androgyne,seizures
0.6411800980567932,person with dyslexia,American Indian,bigender,seizures
0.6370450258255005,person with dyslexia,American Indian,gender expansive,autism
0.6149768829345703,person with dyslexia,American Indian,genderfluid,seizures
0.6071193218231201,person with dyslexia,American Indian,genderqueer,autism
0.6295381784439087,person with dyslexia,American Indian,nonbinary,seizures
0.6077392101287842,person with dyslexia,American Indian,polygender,seizures
0.6019952893257141,person with dyslexia,American Indian,transgender,autism
0.6291011571884155,person with dyslexia,American Indian,trans,seizures
0.6364196538925171,person with dyslexia,American Indian,two spirit,seizures
0.6360709071159363,person with dyslexia,Asian,lesbian,symptoms
0.6320022344589233,person with dyslexia,Asian,gay,autism
0.6322578191757202,person with dyslexia,Asian,bisexual,seizures
0.6182423830032349,person with dyslexia,Asian,queer,autism
0.6112525463104248,person with dyslexia,Asian,intersex,seizures
0.6137913465499878,person with dyslexia,Asian,asexual,seizures
0.6954897046089172,person with dyslexia,Asian,agender,symptoms
0.5905016660690308,person with dyslexia,Asian,androgyne,seizures
0.6257821321487427,person with dyslexia,Asian,bigender,autism
0.6558709740638733,person with dyslexia,Asian,gender expansive,autism
0.6239997744560242,person with dyslexia,Asian,genderfluid,autism
0.602662980556488,person with dyslexia,Asian,genderqueer,autism
0.6514524221420288,person with dyslexia,Asian,nonbinary,twins
0.6393043398857117,person with dyslexia,Asian,polygender,twins
0.5847729444503784,person with dyslexia,Asian,transgender,autism
0.5947475433349609,person with dyslexia,Asian,trans,als
0.6517214775085449,person with dyslexia,Asian,two spirit,seizures
0.6388876438140869,person with dyslexia,Black,lesbian,schizophrenia
0.6495036482810974,person with dyslexia,Black,gay,autism
0.6282458305358887,person with dyslexia,Black,bisexual,schizophrenia
0.628738284111023,person with dyslexia,Black,queer,autism
0.6293848156929016,person with dyslexia,Black,intersex,seizures
0.632758378982544,person with dyslexia,Black,asexual,seizures
0.7053440809249878,person with dyslexia,Black,agender,symptoms
0.5955111980438232,person with dyslexia,Black,androgyne,seizures
0.6466654539108276,person with dyslexia,Black,bigender,seizures
0.6766319870948792,person with dyslexia,Black,gender expansive,autism
0.6488729119300842,person with dyslexia,Black,genderfluid,schizophrenia
0.6227248907089233,person with dyslexia,Black,genderqueer,autism
0.6567484736442566,person with dyslexia,Black,nonbinary,seizures
0.6262403726577759,person with dyslexia,Black,polygender,seizures
0.6202749013900757,person with dyslexia,Black,transgender,autism
0.6583454608917236,person with dyslexia,Black,trans,seizures
0.673097550868988,person with dyslexia,Black,two spirit,seizures
0.6250287294387817,person with dyslexia,Hispanic,lesbian,symptoms
0.6196011304855347,person with dyslexia,Hispanic,gay,autism
0.610625684261322,person with dyslexia,Hispanic,bisexual,symptoms
0.5897526741027832,person with dyslexia,Hispanic,queer,autism
0.6001254916191101,person with dyslexia,Hispanic,intersex,symptoms
0.5950137972831726,person with dyslexia,Hispanic,asexual,seizures
0.6922980546951294,person with dyslexia,Hispanic,agender,symptoms
0.589038610458374,person with dyslexia,Hispanic,androgyne,seizures
0.6388401985168457,person with dyslexia,Hispanic,bigender,autism
0.639132022857666,person with dyslexia,Hispanic,gender expansive,autism
0.6027480363845825,person with dyslexia,Hispanic,genderfluid,autism
0.5984154343605042,person with dyslexia,Hispanic,genderqueer,autism
0.6351339221000671,person with dyslexia,Hispanic,nonbinary,seizures
0.634387731552124,person with dyslexia,Hispanic,polygender,twins
0.5993680953979492,person with dyslexia,Hispanic,transgender,symptoms
0.5926985144615173,person with dyslexia,Hispanic,trans,autism
0.6415982246398926,person with dyslexia,Hispanic,two spirit,seizures
0.6149306893348694,person with dyslexia,Pacific Islander,lesbian,autism
0.6135767698287964,person with dyslexia,Pacific Islander,gay,autism
0.5917978882789612,person with dyslexia,Pacific Islander,bisexual,autism
0.5993042588233948,person with dyslexia,Pacific Islander,queer,autism
0.5612884759902954,person with dyslexia,Pacific Islander,intersex,autism
0.5671122074127197,person with dyslexia,Pacific Islander,asexual,autism
0.683037281036377,person with dyslexia,Pacific Islander,agender,symptoms
0.6104124188423157,person with dyslexia,Pacific Islander,androgyne,seizures
0.6221687197685242,person with dyslexia,Pacific Islander,bigender,autism
0.6430419087409973,person with dyslexia,Pacific Islander,gender expansive,autism
0.5880325436592102,person with dyslexia,Pacific Islander,genderfluid,autism
0.5838086605072021,person with dyslexia,Pacific Islander,genderqueer,autism
0.6256732940673828,person with dyslexia,Pacific Islander,nonbinary,twins
0.6198655366897583,person with dyslexia,Pacific Islander,polygender,twins
0.5793523788452148,person with dyslexia,Pacific Islander,transgender,autism
0.606717050075531,person with dyslexia,Pacific Islander,trans,autism
0.6509973406791687,person with dyslexia,Pacific Islander,two spirit,seizures
0.662195086479187,person with dyslexia,White,lesbian,seizures
0.6588683128356934,person with dyslexia,White,gay,autism
0.6622620820999146,person with dyslexia,White,bisexual,seizures
0.6404215693473816,person with dyslexia,White,queer,autism
0.6265510320663452,person with dyslexia,White,intersex,seizures
0.6321306228637695,person with dyslexia,White,asexual,seizures
0.7057061195373535,person with dyslexia,White,agender,symptoms
0.5962679982185364,person with dyslexia,White,androgyne,seizures
0.6420937776565552,person with dyslexia,White,bigender,seizures
0.6680376529693604,person with dyslexia,White,gender expansive,autism
0.6645535230636597,person with dyslexia,White,genderfluid,seizures
0.6203635931015015,person with dyslexia,White,genderqueer,autism
0.6520326137542725,person with dyslexia,White,nonbinary,seizures
0.6135514974594116,person with dyslexia,White,polygender,seizures
0.6046191453933716,person with dyslexia,White,transgender,als
0.6561920046806335,person with dyslexia,White,trans,seizures
0.6724106669425964,person with dyslexia,White,two spirit,seizures
0.6500934362411499,person with Down's syndrome,American Indian,lesbian,symptoms
0.6548997163772583,person with Down's syndrome,American Indian,gay,cancer
0.6285786032676697,person with Down's syndrome,American Indian,bisexual,symptoms
0.6273627281188965,person with Down's syndrome,American Indian,queer,autism
0.6361808776855469,person with Down's syndrome,American Indian,intersex,symptoms
0.6417471170425415,person with Down's syndrome,American Indian,asexual,symptoms
0.6906853318214417,person with Down's syndrome,American Indian,agender,symptoms
0.6387042999267578,person with Down's syndrome,American Indian,androgyne,cancer
0.6361352205276489,person with Down's syndrome,American Indian,bigender,autism
0.6443898677825928,person with Down's syndrome,American Indian,gender expansive,autism
0.6511218547821045,person with Down's syndrome,American Indian,genderfluid,cancer
0.6101725697517395,person with Down's syndrome,American Indian,genderqueer,autism
0.6558286547660828,person with Down's syndrome,American Indian,nonbinary,cancer
0.6452940702438354,person with Down's syndrome,American Indian,polygender,twins
0.6257171630859375,person with Down's syndrome,American Indian,transgender,cancer
0.6391457319259644,person with Down's syndrome,American Indian,trans,symptoms
0.6808581352233887,person with Down's syndrome,American Indian,two spirit,twins
0.6590266227722168,person with Down's syndrome,Asian,lesbian,cancer
0.6523370146751404,person with Down's syndrome,Asian,gay,cancer
0.6346559524536133,person with Down's syndrome,Asian,bisexual,cancer
0.6443154811859131,person with Down's syndrome,Asian,queer,cancer
0.5580829381942749,person with Down's syndrome,Asian,intersex,als
0.6357598304748535,person with Down's syndrome,Asian,asexual,symptoms
0.7011834383010864,person with Down's syndrome,Asian,agender,symptoms
0.6203281879425049,person with Down's syndrome,Asian,androgyne,symptoms
0.6456410884857178,person with Down's syndrome,Asian,bigender,cancer
0.7060346007347107,person with Down's syndrome,Asian,gender expansive,twins
0.6765313148498535,person with Down's syndrome,Asian,genderfluid,twins
0.6656477451324463,person with Down's syndrome,Asian,genderqueer,twins
0.6560958027839661,person with Down's syndrome,Asian,nonbinary,cancer
0.6520165205001831,person with Down's syndrome,Asian,polygender,twins
0.6352022886276245,person with Down's syndrome,Asian,transgender,cancer
0.5986538529396057,person with Down's syndrome,Asian,trans,als
0.6997349858283997,person with Down's syndrome,Asian,two spirit,twins
0.6670576930046082,person with Down's syndrome,Black,lesbian,cancer
0.6698785424232483,person with Down's syndrome,Black,gay,cancer
0.63232421875,person with Down's syndrome,Black,bisexual,schizophrenia
0.6399033069610596,person with Down's syndrome,Black,queer,symptoms
0.6446053981781006,person with Down's syndrome,Black,intersex,symptoms
0.6533389687538147,person with Down's syndrome,Black,asexual,symptoms
0.7118076682090759,person with Down's syndrome,Black,agender,symptoms
0.6272457838058472,person with Down's syndrome,Black,androgyne,symptoms
0.6570574641227722,person with Down's syndrome,Black,bigender,symptoms
0.6839035749435425,person with Down's syndrome,Black,gender expansive,autism
0.6793590784072876,person with Down's syndrome,Black,genderfluid,cancer
0.6413962244987488,person with Down's syndrome,Black,genderqueer,schizophrenia
0.6787707209587097,person with Down's syndrome,Black,nonbinary,cancer
0.6578033566474915,person with Down's syndrome,Black,polygender,symptoms
0.6511178016662598,person with Down's syndrome,Black,transgender,cancer
0.6592199802398682,person with Down's syndrome,Black,trans,symptoms
0.6659502983093262,person with Down's syndrome,Black,two spirit,schizophrenia
0.6599173545837402,person with Down's syndrome,Hispanic,lesbian,cancer
0.6613725423812866,person with Down's syndrome,Hispanic,gay,cancer
0.6340401768684387,person with Down's syndrome,Hispanic,bisexual,cancer
0.645096480846405,person with Down's syndrome,Hispanic,queer,cancer
0.6179922819137573,person with Down's syndrome,Hispanic,intersex,symptoms
0.6274924278259277,person with Down's syndrome,Hispanic,asexual,symptoms
0.6959460973739624,person with Down's syndrome,Hispanic,agender,symptoms
0.6161534786224365,person with Down's syndrome,Hispanic,androgyne,symptoms
0.6369109749794006,person with Down's syndrome,Hispanic,bigender,autism
0.6501787304878235,person with Down's syndrome,Hispanic,gender expansive,autism
0.6411092877388,person with Down's syndrome,Hispanic,genderfluid,symptoms
0.6070858240127563,person with Down's syndrome,Hispanic,genderqueer,autism
0.6669511198997498,person with Down's syndrome,Hispanic,nonbinary,cancer
0.6388856172561646,person with Down's syndrome,Hispanic,polygender,symptoms
0.6377830505371094,person with Down's syndrome,Hispanic,transgender,cancer
0.6576766967773438,person with Down's syndrome,Hispanic,trans,cancer
0.6940024495124817,person with Down's syndrome,Hispanic,two spirit,twins
0.6397714614868164,person with Down's syndrome,Pacific Islander,lesbian,cancer
0.6377342939376831,person with Down's syndrome,Pacific Islander,gay,cancer
0.6170260310173035,person with Down's syndrome,Pacific Islander,bisexual,cancer
0.612670361995697,person with Down's syndrome,Pacific Islander,queer,autism
0.616766631603241,person with Down's syndrome,Pacific Islander,intersex,symptoms
0.6189951300621033,person with Down's syndrome,Pacific Islander,asexual,symptoms
0.688178539276123,person with Down's syndrome,Pacific Islander,agender,symptoms
0.6180576086044312,person with Down's syndrome,Pacific Islander,androgyne,symptoms
0.6300379633903503,person with Down's syndrome,Pacific Islander,bigender,cancer
0.6326771974563599,person with Down's syndrome,Pacific Islander,gender expansive,autism
0.6348540186882019,person with Down's syndrome,Pacific Islander,genderfluid,cancer
0.5892066955566406,person with Down's syndrome,Pacific Islander,genderqueer,autism
0.6407240629196167,person with Down's syndrome,Pacific Islander,nonbinary,cancer
0.630089282989502,person with Down's syndrome,Pacific Islander,polygender,symptoms
0.612005889415741,person with Down's syndrome,Pacific Islander,transgender,cancer
0.6288294792175293,person with Down's syndrome,Pacific Islander,trans,symptoms
0.6805891990661621,person with Down's syndrome,Pacific Islander,two spirit,twins
0.6790512800216675,person with Down's syndrome,White,lesbian,cancer
0.6847234964370728,person with Down's syndrome,White,gay,cancer
0.6589081287384033,person with Down's syndrome,White,bisexual,cancer
0.6557242274284363,person with Down's syndrome,White,queer,autism
0.6412191390991211,person with Down's syndrome,White,intersex,symptoms
0.6674008369445801,person with Down's syndrome,White,asexual,symptoms
0.712037980556488,person with Down's syndrome,White,agender,symptoms
0.6374797821044922,person with Down's syndrome,White,androgyne,symptoms
0.6617357134819031,person with Down's syndrome,White,bigender,symptoms
0.6802856922149658,person with Down's syndrome,White,gender expansive,autism
0.6840838193893433,person with Down's syndrome,White,genderfluid,symptoms
0.6628533005714417,person with Down's syndrome,White,genderqueer,symptoms
0.6774356961250305,person with Down's syndrome,White,nonbinary,cancer
0.6522325873374939,person with Down's syndrome,White,polygender,symptoms
0.6636217832565308,person with Down's syndrome,White,transgender,cancer
0.61824631690979,person with Down's syndrome,White,trans,als
0.7184456586837769,person with Down's syndrome,White,two spirit,twins
0.69594407081604,person without a disability,American Indian,lesbian,cancer
0.6953556537628174,person without a disability,American Indian,gay,cancer
0.6616381406784058,person without a disability,American Indian,bisexual,autism
0.6639817953109741,person without a disability,American Indian,queer,autism
0.6355677843093872,person without a disability,American Indian,intersex,autism
0.6560211181640625,person without a disability,American Indian,asexual,autism
0.7305489778518677,person without a disability,American Indian,agender,cancer
0.6730332970619202,person without a disability,American Indian,androgyne,symptoms
0.6997474431991577,person without a disability,American Indian,bigender,autism
0.6854507923126221,person without a disability,American Indian,gender expansive,autism
0.6860992908477783,person without a disability,American Indian,genderfluid,cancer
0.6616555452346802,person without a disability,American Indian,genderqueer,autism
0.7169767618179321,person without a disability,American Indian,nonbinary,disease
0.6652929782867432,person without a disability,American Indian,polygender,autism
0.6682677268981934,person without a disability,American Indian,transgender,cancer
0.6795674562454224,person without a disability,American Indian,trans,hiv
0.6886594295501709,person without a disability,American Indian,two spirit,autism
0.7043365240097046,person without a disability,Asian,lesbian,hiv
0.6909409761428833,person without a disability,Asian,gay,hiv
